date,brl_usd,brl_usd_mm30,usdt_volume,usdc_volume,usdt_volume_mm30,usdt_close,stablecoin_vol_total,stablecoin_vol_total_mm30,dxy,vix,dxy_var_30d,brl_adj_dxy_30d,brl_usd_var_30d,ipca_mensal,selic_meta,ibc_br,divida_bruta_pib,desvio_meta_ipca,semestre,trimestre,ano,mes_num,variacao_usdt_30d,variacao_cambio_30d,divida_pib_var,ibc_br_var,ipca_desvio_meta,score_copom,irf_v2,irf,irf_v2_mm7d,irf_v2_mm30d,irf_v2_nivel
2022-02-11,5.248700141906738,5.457603009541829,66753002645,4014217487,56362424515.333336,1.000722050666809,70767220132,5433217452060.366,96.08000183105467,27.36000061035156,,,,1.227857142857143,10.75,98.83816428571429,88.28071428571428,10.303052995391706,2022-S1,1,2022,2,,,-0.09497981173789416,0.04057916051600774,10.303052995391706,0.8,,,,,
2022-02-14,5.249956130981445,5.446958208084107,48318327792,2963505590,55464959717.566666,1.000512957572937,51281833382,5432235278348.533,96.37000274658205,28.32999992370605,,,-5.734006674332981,1.293214285714286,10.75,98.95843857142856,88.02892857142857,11.080714285714286,2022-S1,1,2022,2,-10.729801995671483,-5.734006674332981,-0.2852103274457285,0.1216881015379867,11.080714285714286,0.8,,5.0,,,
2022-02-15,5.214000225067139,5.431384881337483,53542330209,3303759191,55864657986.96667,1.0005849599838257,56846089400,5432668535258.033,95.98999786376952,25.700000762939453,-0.2597672543113383,-7.963843957052452,-8.22361121136379,1.315,10.75,98.99853,87.945,11.342142857142855,2022-S1,1,2022,2,-11.88758430960728,-8.22361121136379,-0.09534203447730816,0.040513400524710974,11.342142857142855,0.8,17.91,5.0,17.91,17.91,BAIXO
2022-02-16,5.157899856567383,5.4141082127889,48729582312,3231224663,55774611475.96667,1.000396966934204,51960806975,5432585357831.6,95.6999969482422,24.290000915527344,-0.6127364852792416,-8.51837348969189,-9.13110997497113,1.3367857142857145,10.75,99.03862142857145,87.86107142857144,11.60357142857143,2022-S1,1,2022,2,-36.89965115229155,-9.13110997497113,-0.09543302226227013,0.04049699381540872,11.60357142857143,0.8,18.0,5.0,17.95,17.95,BAIXO
2022-02-17,5.135799884796143,5.395113706588745,59426477844,3964363431,55995503297.2,1.0005149841308594,63390841275,5432830945043.134,95.8000030517578,28.11000061035156,-0.4054469069028288,-9.581788149906767,-9.987235056809595,1.3585714285714283,10.75,99.07871285714286,87.77714285714286,11.865,2022-S1,1,2022,2,-17.1770684209233,-9.987235056809595,-0.09552418387795969,0.0404806003891478,11.865,0.8,18.0,5.0,17.97,17.97,BAIXO
2022-02-18,5.170599937438965,5.378053696950277,52679060916,3506445548,56080564281.9,1.0005589723587036,56185506464,5432924892276.134,96.04000091552734,27.75,-0.2181808669845741,-8.788581570460131,-9.006762437444705,1.380357142857143,10.75,99.11880428571428,87.69321428571429,12.126428571428573,2022-S1,1,2022,2,-36.02591103289867,-9.006762437444705,-0.09561551982293359,0.04046422022985219,12.126428571428573,0.8,18.0,5.0,17.98,17.98,BAIXO
2022-02-21,5.137499809265137,5.361563698450724,72043746349,5035066514,54058224127.6,1.0005019903182983,77078812863,5430635492755.767,,,,,-8.783423452529082,1.4457142857142855,10.75,99.23907857142858,87.44142857142857,12.910714285714286,2022-S1,1,2022,2,5.241427764146778,-8.783423452529082,-0.28712109179322987,0.12134355996427093,12.910714285714286,0.8,,40.0,17.98,17.98,
2022-02-22,5.102700233459473,5.342913707097371,60539262856,4311028906,54166310667.13333,1.000704050064087,64850291762,5430734872439.6,96.02999877929688,28.809999465942383,0.3029046605369512,-10.184218340092476,-9.881313679555523,1.4675,10.75,99.27917,87.3575,13.17214285714286,2022-S1,1,2022,2,2.50224670170327,-9.881313679555525,-0.09598261693541943,0.04039883194053573,13.17214285714286,0.8,20.36,22.52,18.45,18.45,BAIXO
2022-02-23,5.05709981918335,5.325907039642334,54845607157,4088593001,53032984871.0,1.0004980564117432,58934200158,5429488872171.967,96.19000244140624,31.020000457763672,0.2083598104883455,-9.372587318510718,-9.164227508022371,1.4892857142857143,10.75,99.31926142857142,87.27357142857143,13.43357142857143,2022-S1,1,2022,2,-11.966312121004396,-9.164227508022371,-0.09607483207345613,0.040382517875037216,13.43357142857143,0.8,18.0,5.0,18.38,18.38,BAIXO
2022-02-24,5.008699893951416,5.308423709869385,107952010250,9044960990,54679375638.8,1.0006359815597534,116996971240,5431298550698.267,97.13999938964844,30.31999969482422,1.58962204497608,-11.068764555020715,-9.479142510044635,1.5110714285714288,10.75,99.35935285714284,87.18964285714286,13.695,2022-S1,1,2022,2,70.72395985996494,-9.479142510044635,-0.09616722457297389,0.04036621698022547,13.695,0.8,26.03,40.0,19.73,19.47,BAIXO
2022-02-25,5.122200012207031,5.294940376281739,66025345539,5563465156,54521854469.2,1.000473976135254,71588810695,2656257459474.1665,96.62000274658205,27.59000015258789,1.7052660490337157,-9.024281124531996,-7.319015075498281,1.532857142857143,10.75,99.39944428571428,87.10571428571428,13.956428571428576,2022-S1,1,2022,2,9.12680688254417,-7.319015075498281,-0.09625979494615189,0.0403499292402687,13.956428571428576,0.8,22.35,40.0,20.46,19.83,BAIXO
2022-02-28,5.15939998626709,5.2824770450592045,72330789600,5502186592,55598544507.53333,1.0003509521484375,77832976192,59385095212.7,96.70999908447266,30.149999618530277,2.025528167951318,-8.782796739743304,-6.757268571791986,1.5982142857142858,10.75,99.51971857142856,86.85392857142857,14.740714285714288,2022-S1,1,2022,2,40.63662196639368,-6.757268571791986,-0.28905763112146987,0.1210009639174281,14.740714285714288,0.8,25.01,40.0,21.62,20.41,BAIXO
2022-03-01,5.158400058746338,5.270563713709513,75388694286,5617261430,56943377208.53333,1.0004520416259766,81005955716,60839373062.6,97.41000366210938,33.31999969482422,2.3536887004953044,-8.833255409588414,-6.47956670909311,1.62,10.75,99.55981,86.77,15.002142857142855,2022-S1,1,2022,3,42.782366472719005,-6.47956670909311,-0.09663186548843905,0.040284909510335254,15.002142857142855,0.8,25.1,40.0,22.81,20.88,BAIXO
2022-03-02,5.158999919891357,5.257007042566936,68076385283,5351706956,57709833588.23333,1.0004669427871704,73428092239,61684968275.5,97.38999938964844,30.739999771118164,1.734039459421588,-9.041298749701266,-7.307259290279678,1.6019354838709678,10.75,99.55841161290324,86.75967741935483,15.223721198156682,2022-S1,1,2022,3,35.807191850918386,-7.307259290279678,-0.011896485703777326,-0.0014045698728759604,15.223721198156682,0.8,25.02,40.0,23.12,21.25,BAIXO
2022-03-03,5.096502780914307,5.245650466283163,57033279685,3923999317,58171147436.23333,1.0000170469284058,60957279002,62173971564.23333,97.79000091552734,30.479999542236328,2.387183256518832,-8.653226149236172,-6.266042892717339,1.5838709677419356,10.75,99.55701322580644,86.74935483870968,15.405449308755763,2022-S1,1,2022,3,47.78633670279244,-6.266042892717339,-0.01189790113587108,-0.0014045896013614723,15.405449308755763,0.8,25.55,40.0,23.87,21.61,BAIXO
2022-03-04,5.030900001525879,5.232743803660075,61900652306,4810312635,58761225020.7,1.0001970529556274,66710964941,62833195659.03333,98.6500015258789,31.979999542236328,3.0394858231040267,-10.185900382685965,-7.146414559581937,1.565806451612903,10.75,99.55561483870969,86.73903225806451,15.547327188940097,2022-S1,1,2022,3,-28.49650367531892,-7.146414559581937,-0.011899316904839807,-0.00140460933032438,15.547327188940097,0.8,18.24,5.0,23.9,21.35,BAIXO
2022-03-07,5.06056022644043,5.2195258140563965,61333826920,4227523780,58519027002.26667,1.0001230239868164,65561350700,62463734127.76667,99.29000091552734,36.45000076293945,3.8163964336808354,-11.082887689467093,-7.266491255786256,1.5116129032258063,10.75,99.55141967741936,86.70806451612903,15.733859447004608,2022-S1,1,2022,3,-30.965654937428976,-7.266491255786256,-0.03570219903231697,-0.004213887179671527,15.733859447004608,0.8,18.72,5.0,22.86,21.16,BAIXO
2022-03-08,5.110499858856201,5.207005802790324,55667916973,4167069281,59022214477.93333,1.0002820491790771,59834986254,63032986078.63333,99.05999755859376,35.130001068115234,3.273560727261393,-10.119960255265546,-6.846399528004154,1.4935483870967745,10.75,99.55002129032258,86.69774193548386,15.716336405529956,2022-S1,1,2022,3,-4.939132611032926,-6.846399528004154,-0.011904983351629372,-0.0014046882518714554,15.716336405529956,0.8,18.24,5.0,22.27,20.97,BAIXO
2022-03-09,5.058800220489502,5.194275681177775,67017876859,4206640635,59101619897.0,1.0002939701080322,71224517494,63134798283.13333,97.97000122070312,32.45000076293945,2.1052676776535773,-9.12464711055896,-7.019379432905382,1.475483870967742,10.75,99.5486229032258,86.68741935483871,15.658963133640556,2022-S1,1,2022,3,-5.2763986236190386,-7.019379432905382,-0.011906400806649398,-0.0014047079836321252,15.658963133640556,0.8,18.24,5.0,21.3,20.8,BAIXO
2022-03-10,5.011499881744385,5.180353450775146,65784999972,3932910648,58886767580.9,1.0005650520324707,69717910620,62926477968.66666,98.51000213623048,30.229999542236328,2.0934856639886146,-9.786506120719409,-7.693020456730792,1.4574193548387098,10.75,99.54722451612903,86.67709677419354,15.561739631336408,2022-S1,1,2022,3,21.9348822380695,-7.6930204567307925,-0.011907818599277142,-0.0014047277159479066,15.561739631336408,0.8,24.13,40.0,21.16,20.99,BAIXO
2022-03-11,5.009699821472168,5.167227284113566,58051333936,3885937976,59042255167.73333,1.0002000331878662,61937271912,63114747514.46667,99.12000274658205,30.75,1.912400338780884,-9.200012183154428,-7.287611844373543,1.4393548387096775,10.75,99.54582612903224,86.66677419354839,15.424665898617512,2022-S1,1,2022,3,14.526197802499752,-7.287611844373543,-0.011909236729568118,-0.0014047474488632083,15.424665898617512,0.8,23.4,40.0,20.93,21.13,BAIXO
2022-03-14,5.073500156402588,5.157590627670288,52613345077,3579010932,57034139579.13333,1.0002189874649048,56192356009,61033193590.73333,99.05999755859376,31.770000457763672,1.8402395160922904,-7.231275606813525,-5.391036090721235,1.3851612903225807,10.75,99.54163096774194,86.63580645161291,14.8141935483871,2022-S1,1,2022,3,16.704084283517773,-5.391036090721235,-0.03573196559309988,-0.004214301546767718,14.8141935483871,0.8,24.12,40.0,20.73,21.29,BAIXO
2022-03-15,5.121399879455566,5.151533953348795,52961395870,3439991060,57423616435.53333,1.0003340244293213,56401386930,61466555124.86667,99.06999969482422,29.82999992370605,2.620674078417129,-6.046976164115458,-3.426302085698329,1.3670967741935485,10.75,99.54023258064517,86.62548387096774,14.59741935483871,2022-S1,1,2022,3,22.613238698898442,-3.4263020856983295,-0.011914912630184293,-0.0014048263858756904,14.59741935483871,0.8,24.18,40.0,21.58,21.43,BAIXO
2022-03-16,5.1631999015808105,5.148157278696696,74673285342,5396067900,58302115020.53333,1.0004349946975708,80069353242,62426139120.2,98.37999725341795,26.670000076293945,2.0645273123460983,-3.988741137915097,-1.924213825568999,1.3490322580645162,10.75,99.53883419354838,86.61516129032258,14.38064516129032,2022-S1,1,2022,3,68.95048789112961,-1.924213825568999,-0.011916332450789824,-0.0014048461215443453,14.38064516129032,0.8,26.23,40.0,22.65,21.66,BAIXO
2022-03-17,5.073874950408936,5.141923109690349,52913216462,3742857761,58281144562.3,1.000499963760376,56656074223,62419805280.96667,98.01000213623048,25.670000076293945,2.157598126066796,-5.712599541378283,-3.5550014153114877,1.330967741935484,11.75,99.5374358064516,86.60483870967742,14.163870967741936,2022-S1,1,2022,3,26.04553881797793,-3.555001415311465,-0.011917752609791332,-0.0014048658577459072,14.163870967741936,0.8,24.44,40.0,23.53,21.78,BAIXO
2022-03-18,5.039400100708008,5.133806451161703,64969319781,4336717258,58822469144.6,1.0004830360412598,69306037039,62997979616.43333,98.2300033569336,23.8700008392334,2.9880542939662247,-7.597260647871851,-4.609206353905626,1.3129032258064517,11.75,99.53603741935484,86.59451612903226,13.94709677419355,2022-S1,1,2022,3,9.830029735540258,-4.609206353905626,-0.011919173107366454,-0.0014048855944803762,13.94709677419355,0.8,22.72,40.0,24.17,21.83,BAIXO
2022-03-21,5.0177998542785645,5.123503112792969,64828148834,3371335656,59894568448.53333,1.0003470182418823,68199484490,64060342001.3,98.5,23.530000686645508,3.162962439136852,-8.965589684854214,-5.802627245717362,1.258709677419355,11.75,99.53184225806451,86.56354838709677,13.296774193548387,2022-S1,1,2022,3,0.297721699408382,-5.802627245717362,-0.035761781830778716,-0.004214715995420892,13.296774193548387,0.8,19.21,7.08,23.47,21.72,BAIXO
2022-03-22,4.935200214385986,5.11258978843689,71455738693,4026123791,60756056704.9,1.00033700466156,75481862484,64960390415.03333,98.48999786376952,22.940000534057617,3.238989820196614,-9.4602442210595,-6.221254400862886,1.2406451612903229,11.75,99.53044387096774,86.55322580645161,13.080000000000002,2022-S1,1,2022,3,-1.0727186118651977,-6.221254400862886,-0.011924858485479195,-0.0014049645470692873,13.080000000000002,0.8,18.24,5.0,22.73,21.58,BAIXO
2022-03-23,4.909999847412109,5.1009764512379965,68181581345,3777569857,60627317871.43333,1.0004090070724487,71959151202,64789735026.333336,98.62000274658205,23.56999969482422,3.115854638175719,-9.741446422618916,-6.625591784443197,1.2225806451612904,11.75,99.52904548387096,86.54290322580646,12.863225806451617,2022-S1,1,2022,3,27.71265738378972,-6.625591784443197,-0.011926280677554413,-0.0014049842866126205,12.863225806451617,0.8,24.55,40.0,22.8,21.69,BAIXO
2022-03-24,4.82420015335083,5.087299791971843,77842904360,4794381206,61204105921.566666,1.000599980354309,82637285566,65382634819.8,98.79000091552734,21.670000076293945,3.455862525482245,-11.29423836590262,-7.838375840420375,1.204516129032258,11.75,99.5276470967742,86.53258064516129,12.646451612903228,2022-S1,1,2022,3,0.657029820238475,-7.838375840420375,-0.011927703208935991,-0.0014050040266666564,12.646451612903228,0.8,19.19,9.6,22.08,21.6,BAIXO
2022-03-25,4.826300144195557,5.073219792048136,64320675570,3995768300,61519941535.333336,1.00040602684021,68316443870,65695376276.86667,98.80999755859376,20.809999465942383,3.411820411005162,-11.45952720108544,-8.047706790080278,1.186451612903226,11.75,99.52624870967742,86.52225806451614,12.42967741935484,2022-S1,1,2022,3,-3.6437717834737593,-8.047706790080278,-0.01192912607966834,-0.001405023767342417,12.42967741935484,0.8,18.24,5.0,20.94,21.48,BAIXO
2022-03-28,4.7368998527526855,5.056117916107178,86217871591,4736107595,60336856139.93333,1.0004119873046875,90953979186,64259304061.46667,99.08999633789062,19.6299991607666,3.132800218019005,-12.905382415441046,-9.77258219742204,1.132258064516129,11.75,99.52205354838708,86.49129032258065,11.77935483870968,2022-S1,1,2022,3,78.43720081156238,-9.772582197422041,-0.03579164786984279,-0.004215130525597743,11.77935483870968,0.8,26.95,40.0,21.3,21.67,BAIXO
2022-03-29,4.764100074768066,5.041121244430542,80447404974,4605087735,61109849679.76667,1.0004500150680542,85052492709,65040730517.833336,98.4000015258789,18.899999618530277,2.106463340708853,-10.735157833971542,-8.628694493262689,1.1141935483870968,11.75,99.52065516129032,86.48096774193549,11.56258064516129,2022-S1,1,2022,3,50.250100546571815,-8.628694493262689,-0.01193482095904752,-0.0014051027354189394,11.56258064516129,0.8,25.64,40.0,21.72,21.93,BAIXO
2022-03-30,4.756199836730957,5.027731243769328,79713341087,4294916739,61355934729.333336,1.0002779960632324,84008257826,65246573238.96667,97.79000091552734,19.32999992370605,1.8751985538247415,-9.663252432477588,-7.788053878652845,1.0961290322580646,11.75,99.51925677419356,86.47064516129032,11.345806451612903,2022-S1,1,2022,3,63.58305839073453,-7.788053878652845,-0.011936245528576528,-0.001405122478836951,11.345806451612903,0.8,25.99,40.0,22.69,22.21,BAIXO
2022-03-31,4.769700050354004,5.01552791595459,90489848043,4965559497,61859306521.23333,1.0003039836883545,95455407540,65728221633.1,98.30999755859376,20.559999465942383,2.7272734520181308,-9.855663238503563,-7.1283897864854335,1.0780645161290323,11.75,99.51785838709677,86.46032258064517,11.129032258064518,2022-S1,1,2022,3,52.27193555126086,-7.1283897864854335,-0.011937670438211256,-0.0014051422228433808,11.129032258064518,0.8,25.35,40.0,23.7,22.46,BAIXO
2022-04-01,4.737800121307373,5.00110125541687,92250507858,4910693133,62665110607.066666,1.000357985496521,97161200991,66519325258.16666,98.62999725341795,19.6299991607666,2.954064834560799,-11.324463267396446,-8.370398432835646,1.06,11.75,99.51646,86.45,10.91225806451613,2022-S1,2,2022,4,75.11798094711504,-8.370398432835646,-0.011939095688129342,-0.001405161967349411,10.91225806451613,0.8,25.73,40.0,23.87,22.73,BAIXO
2022-04-04,4.657199859619141,4.985091257095337,79820905659,4217884092,64954464675.53333,1.0002280473709106,84038789751,68821889832.7,98.98999786376952,18.56999969482422,3.0716336111209275,-12.420538087570876,-9.348904476449947,1.001,11.75,99.532229,86.46900000000001,10.252322580645162,2022-S1,2,2022,4,10.795051207255767,-9.348904476449949,0.02197802197803078,0.015845619910526132,10.252322580645162,0.8,26.77,40.0,24.95,22.86,BAIXO
2022-04-05,4.593800067901611,4.968127918243408,71594982811,3993328112,65877151793.96667,1.0001939535140991,75588310923,69772260758.1,99.47000122070312,21.030000686645508,3.5822164793652744,-13.55537073641718,-9.973154257051908,0.9813333333333334,11.75,99.53748533333332,86.47533333333334,10.029139784946237,2022-S1,2,2022,4,18.262065696599873,-9.973154257051908,0.007324397568297947,0.005281036490534241,10.029139784946237,0.8,23.63,40.0,25.72,22.97,BAIXO
2022-04-06,4.650700092315674,4.954581260681152,92098510461,5849605363,66902641245.333336,1.000154972076416,97948115824,70851819595.56667,99.5999984741211,22.100000381469727,3.5450628403840945,-11.581284022454884,-8.03622118207079,0.9616666666666668,11.75,99.54274166666666,86.48166666666667,9.804354838709678,2022-S1,2,2022,4,67.92322163078721,-8.03622118207079,0.007323861139596488,0.00528075761179192,9.804354838709678,0.8,25.73,40.0,25.55,23.23,BAIXO
